age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture
75,M,494,En_Couple,0,false
62,F,556,En_Couple,1,false
78,M,471,En_Couple,1,false
42,M,554,Célibataire,0,false
45,F,538,En_Couple,3,false
23,M,187,En_Couple,3,false
33,F,521,Célibataire,0,false
28,F,514,En_Couple,4,false
31,M,700,En_Couple,0,true
23,F,411,En_Couple,4,false
38,F,477,En_Couple,2,false
43,M,475,En_Couple,4,false
20,M,1170,En_Couple,1,false
48,F,595,Célibataire,0,false
60,M,455,En_Couple,3,false
46,M,446,En_Couple,1,true
55,M,1156,Célibataire,0,false
36,F,582,Célibataire,0,false
33,F,187,En_Couple,3,false
27,M,1061,En_Couple,3,false
72,F,930,En_Couple,3,false
36,F,510,Célibataire,0,false
69,F,527,En_Couple,2,true
36,M,424,Célibataire,0,false
48,M,186,En_Couple,3,true
42,M,499,Célibataire,0,false
37,F,164,Seule,2,false
30,M,757,En_Couple,2,true
36,M,734,En_Couple,1,false
34,F,1358,Célibataire,0,false
22,M,412,En_Couple,2,false
61,M,1259,En_Couple,3,false
21,M,460,En_Couple,1,true
21,F,161,En_Couple,2,false
32,M,231,Seule,3,false
27,M,1236,En_Couple,3,true
62,M,760,En_Couple,0,false
22,F,744,En_Couple,2,false
60,M,593,En_Couple,3,false
35,F,460,En_Couple,1,false
18,M,437,En_Couple,4,false
22,F,1337,En_Couple,2,false
43,M,779,En_Couple,4,true
25,M,170,En_Couple,1,false
33,M,453,Célibataire,0,false
44,M,1171,Célibataire,0,false
22,F,217,En_Couple,2,false
75,M,463,En_Couple,4,false
75,M,463,En_Couple,4,false
61,M,1259,En_Couple,3,false
21,M,460,En_Couple,1,true
21,F,161,En_Couple,2,false
32,M,231,Seule,3,false
27,M,1236,En_Couple,3,true
62,M,760,En_Couple,0,false
22,F,744,En_Couple,2,false
60,M,593,En_Couple,3,false
35,F,460,En_Couple,1,false
18,M,437,En_Couple,4,false
22,F,1337,En_Couple,2,false
43,M,779,En_Couple,4,true
25,M,170,En_Couple,1,false
33,M,453,Célibataire,0,false
44,M,1171,Célibataire,0,false
22,F,217,En_Couple,2,false
75,M,463,En_Couple,4,false
20,F,749,En_Couple,3,false
73,M,758,Célibataire,0,false
37,F,535,En_Couple,4,false
20,M,524,En_Couple,4,false
67,F,490,En_Couple,1,false
31,M,224,Célibataire,0,false
25,M,968,En_Couple,2,false
68,F,962,En_Couple,0,false
29,F,235,En_Couple,2,true
49,F,963,En_Couple,4,true
38,F,160,Célibataire,0,false
30,M,589,Célibataire,0,false
38,M,533,En_Couple,1,false
19,M,1109,Seule,1,false
33,M,495,En_Couple,2,false
70,M,585,Célibataire,0,false
24,M,1175,Célibataire,0,false
25,M,587,Seule,1,false
31,M,514,Célibataire,0,false
54,M,475,En_Couple,1,false
57,M,554,Seule,3,false
50,F,219,En_Couple,1,true
76,M,417,En_Couple,1,false
55,F,951,Célibataire,0,false
44,M,582,Célibataire,0,false
25,M,441,En_Couple,0,false
34,M,1339,En_Couple,2,false
27,M,500,Célibataire,0,false
27,M,205,En_Couple,2,true
28,M,454,Marié(e),1,false
51,F,470,En_Couple,0,false
23,F,807,Célibataire,0,false
29,M,446,En_Couple,1,false
50,M,186,En_Couple,2,false
25,F,987,Célibataire,0,false
59,F,167,Célibataire,0,false
45,F,210,En_Couple,0,true
19,M,152,Célibataire,0,false
53,M,1123,En_Couple,4,true
53,M,576,Célibataire,0,false
24,M,563,Célibataire,0,false
33,M,756,Célibataire,0,false
54,M,412,Célibataire,0,false
51,M,1311,En_Couple,2,false
82,F,1308,En_Couple,1,true
20,F,499,En_Couple,1,false
49,F,1195,Célibataire,0,false
38,F,1064,Seule,2,false
55,M,462,En_Couple,1,true
37,M,180,Célibataire,0,false
34,M,562,En_Couple,2,false
27,M,420,Seule,3,false
24,M,228,Célibataire,0,false
38,M,460,Célibataire,0,false
24,M,438,En_Couple,1,false
33,M,708,En_Couple,1,false
78,M,456,En_Couple,3,false
45,M,556,En_Couple,2,false
27,M,577,En_Couple,2,false
53,F,477,En_Couple,0,false
36,M,535,En_Couple,0,false
40,M,510,En_Couple,3,false
75,M,491,Célibataire,0,false
18,M,573,En_Couple,0,true
31,M,936,Célibataire,0,false
72,F,533,Célibataire,0,false
27,M,430,En_Couple,4,false
27,M,1117,En_Couple,4,true
66,M,244,En_Couple,2,false
47,M,493,En_Couple,0,true
19,M,249,En_Couple,0,false
38,M,973,En_Couple,0,false
40,M,420,Marié(e),0,true
54,F,428,Seule,2,false
25,F,151,Célibataire,0,false
39,M,1048,Célibataire,0,false
34,F,433,En_Couple,1,true
33,M,446,En_Couple,3,false
45,F,526,En_Couple,4,false
48,M,1398,Célibataire,0,false
46,M,1251,Seule,2,false
47,M,721,En_Couple,0,false
36,M,445,En_Couple,4,false
52,M,163,Célibataire,0,false
75,M,828,Célibataire,0,false
50,M,423,Célibataire,0,false
45,F,1095,En_Couple,1,false
21,F,837,En_Couple,0,false
29,F,216,En_Couple,3,false
19,M,448,En_Couple,2,false
53,M,534,En_Couple,0,false
42,M,505,En_Couple,4,false
28,M,235,En_Couple,2,false
48,M,1015,En_Couple,1,false
25,M,549,En_Couple,0,false
30,M,569,Seule,2,false
38,M,1209,Célibataire,0,false
27,M,595,En_Couple,3,false
42,M,193,En_Couple,2,false
39,M,480,En_Couple,4,false
37,M,156,En_Couple,0,false
27,M,1050,Célibataire,0,false
69,M,223,En_Couple,0,true
52,M,442,En_Couple,0,false
40,M,581,En_Couple,0,true
22,M,584,En_Couple,2,false
37,M,415,En_Couple,2,false
49,M,505,En_Couple,0,false
32,M,425,Célibataire,0,false
36,F,1000,En_Couple,2,false
23,F,908,Célibataire,0,false
47,M,1088,En_Couple,0,true
50,M,724,En_Couple,1,false
79,M,1142,Célibataire,0,false
59,M,247,En_Couple,1,false
38,M,164,En_Couple,3,true
41,F,591,En_Couple,3,false
29,M,830,En_Couple,4,false
35,M,496,En_Couple,2,false
40,M,1121,En_Couple,1,false
20,F,415,En_Couple,2,false
43,M,1097,Célibataire,0,false
47,M,1038,En_Couple,1,false
49,F,536,En_Couple,2,false
44,M,1055,En_Couple,4,false
40,M,542,En_Couple,2,false
46,M,241,En_Couple,3,true
33,M,574,En_Couple,2,false
54,F,1085,En_Couple,2,false
42,M,955,En_Couple,0,true
46,M,543,En_Couple,3,false
32,M,940,Célibataire,0,false
30,M,1285,En_Couple,4,false
51,F,207,En_Couple,2,false
79,M,569,En_Couple,4,true
26,F,403,Seule,2,false
27,F,1260,En_Couple,1,false
26,F,213,En_Couple,3,false
40,M,442,En_Couple,1,true
24,M,180,Célibataire,0,false
18,M,487,Seule,3,false
18,M,538,En_Couple,0,false
49,M,218,En_Couple,3,false
47,M,1117,En_Couple,2,false
32,M,206,En_Couple,1,false
63,F,530,Célibataire,0,false
56,M,560,En_Couple,1,false
21,M,182,En_Couple,1,false
62,M,545,Célibataire,0,false
25,M,893,En_Couple,1,true
74,M,479,En_Couple,4,true
78,M,426,En_Couple,2,false
39,M,885,Célibataire,0,false
62,F,798,En_Couple,0,false
74,F,586,Célibataire,0,false
59,M,548,En_Couple,2,false
40,F,154,En_Couple,1,false
54,M,976,Célibataire,0,false
27,M,556,En_Couple,2,false
41,M,198,En_Couple,0,false
43,M,990,En_Couple,0,false
84,F,455,En_Couple,2,true
41,M,462,En_Couple,0,false
20,F,570,Célibataire,0,false
26,F,957,En_Couple,3,false
19,M,878,Célibataire,0,false
23,M,548,En_Couple,2,false
51,M,409,Célibataire,0,false
82,F,425,Célibataire,0,false
57,M,859,En_Couple,2,false
21,F,487,Célibataire,0,false
44,M,201,En_Couple,1,false
24,F,179,Célibataire,0,false
51,M,575,En_Couple,0,false
20,M,816,Célibataire,0,false
56,F,490,Célibataire,0,false
27,M,434,En_Couple,0,false
28,M,450,En_Couple,2,false
27,M,1392,Seule,3,false
56,M,186,Célibataire,0,false
29,M,470,En_Couple,3,false
23,M,930,Seule,1,false
51,M,415,En_Couple,1,false
52,M,230,En_Couple,0,true
22,M,588,En_Couple,4,true
32,F,798,En_Couple,4,false
50,F,486,En_Couple,2,false
19,M,436,Célibataire,0,false
22,F,500,Célibataire,0,false
70,M,401,En_Couple,2,false
20,M,541,En_Couple,3,false
32,M,217,En_Couple,1,false
39,M,578,En_Couple,4,false
47,M,221,En_Couple,1,false
77,F,196,En_Couple,0,true
66,F,170,Célibataire,0,false
19,F,198,En_Couple,0,false
52,M,1186,En_Couple,2,false
40,F,573,En_Couple,2,false
52,M,501,En_Couple,0,false
58,M,494,En_Couple,3,false
41,M,596,En_Couple,0,false
48,M,552,En_Couple,2,false
43,F,524,En_Couple,1,true
77,F,1194,En_Couple,2,false
45,M,157,Célibataire,0,false
24,M,498,Seule,3,false
47,M,575,Célibataire,0,false
76,M,452,En_Couple,2,true
24,M,741,En_Couple,2,false
49,M,501,Célibataire,0,false
22,M,424,En_Couple,1,false
47,F,1296,Célibataire,0,false
29,F,1356,En_Couple,3,false
46,F,232,Célibataire,0,false
51,F,168,En_Couple,0,true
43,M,1376,En_Couple,0,false
70,M,233,En_Couple,1,false
26,M,465,En_Couple,2,false
56,M,473,En_Couple,1,false
43,M,408,Célibataire,0,false
54,F,584,Célibataire,0,false
26,M,476,Célibataire,0,false
20,M,419,En_Couple,2,false
51,M,922,Célibataire,0,false
45,F,431,Célibataire,0,false
59,M,571,Célibataire,0,false
33,M,551,En_Couple,1,false
66,F,414,En_Couple,0,false
80,M,217,Célibataire,0,false
39,M,440,En_Couple,4,true
38,M,1135,En_Couple,3,false
40,F,528,En_Couple,3,false
20,M,1046,En_Couple,2,false
82,M,535,Seule,2,false
67,F,452,En_Couple,2,false
29,F,427,En_Couple,2,false
18,F,162,Célibataire,0,false
46,F,240,En_Couple,0,true
82,M,563,En_Couple,1,false
78,M,541,En_Couple,0,true
71,F,248,Célibataire,0,false
41,M,495,En_Couple,3,false
53,M,977,Célibataire,0,false
36,M,1076,Célibataire,0,false
38,F,479,En_Couple,0,false
79,F,432,En_Couple,2,true
55,M,531,En_Couple,3,false
20,M,557,Marié(e),1,false
36,M,520,En_Couple,0,true
40,M,534,En_Couple,4,false
18,F,440,En_Couple,0,false
24,M,208,Célibataire,0,false
38,M,545,En_Couple,2,false
74,M,471,En_Couple,0,true
84,M,215,En_Couple,4,false
62,M,823,En_Couple,3,false
47,M,501,En_Couple,2,false
24,M,1296,En_Couple,0,false
18,F,418,Célibataire,0,false
71,M,1378,En_Couple,3,false
27,M,188,En_Couple,1,false
35,M,436,En_Couple,0,false
56,M,533,Célibataire,0,false
79,M,566,Célibataire,0,false
46,M,433,En_Couple,0,false
18,F,928,Célibataire,0,false
80,M,833,Seule,2,false
59,M,181,En_Couple,1,false
45,M,201,En_Couple,0,false
27,M,945,En_Couple,1,false
66,F,505,En_Couple,2,false
42,M,191,Célibataire,0,false
24,F,1161,En_Couple,2,false
48,M,416,Célibataire,0,false
53,F,1168,Seule,3,false
27,M,863,En_Couple,2,false
34,M,438,Seul,0,false
61,M,511,Célibataire,0,false
21,M,211,Célibataire,0,false
50,M,505,En_Couple,1,false
67,M,518,En_Couple,3,true
45,M,490,Célibataire,0,false
53,F,760,En_Couple,2,false
52,M,590,En_Couple,2,false
80,M,992,En_Couple,4,false
45,M,543,Célibataire,0,false
44,F,171,En_Couple,2,false
84,F,1331,En_Couple,3,false
81,F,414,En_Couple,0,false
78,F,718,En_Couple,0,false
31,M,444,Célibataire,0,false
58,M,558,En_Couple,1,false
24,M,210,En_Couple,4,false
23,M,961,En_Couple,4,false
55,F,204,En_Couple,4,false
19,M,833,En_Couple,0,false
21,M,915,Célibataire,0,false
83,F,570,Célibataire,0,false
43,M,417,Seule,1,false
29,F,553,En_Couple,1,false
39,M,512,En_Couple,4,false
54,M,501,En_Couple,2,true
22,F,1050,Célibataire,0,false
25,M,412,En_Couple,4,false
75,F,515,En_Couple,2,false
57,F,474,En_Couple,3,false
67,F,596,En_Couple,4,false
26,M,165,En_Couple,0,true
40,M,487,En_Couple,0,true
22,M,169,Célibataire,0,false
29,M,219,En_Couple,0,false
31,F,443,Célibataire,0,false
71,F,469,En_Couple,3,false
25,M,547,En_Couple,2,false
20,F,535,En_Couple,0,false
83,F,548,En_Couple,1,true
35,F,197,Célibataire,0,false
76,M,491,Seule,1,false
47,M,195,Célibataire,0,false
43,M,491,En_Couple,0,false
27,M,405,En_Couple,0,false
71,M,159,En_Couple,1,false
47,F,1136,En_Couple,1,false
45,M,1248,En_Couple,4,false
68,M,200,En_Couple,0,false
42,F,515,En_Couple,2,true
20,M,1209,En_Couple,1,false
51,M,401,En_Couple,1,false
47,M,173,En_Couple,2,false
42,M,1216,En_Couple,2,false
24,F,188,En_Couple,2,true
29,M,902,En_Couple,0,false
83,M,512,Célibataire,0,false
74,F,441,En_Couple,4,false
61,M,1004,En_Couple,0,false
78,M,594,En_Couple,0,false
52,M,486,En_Couple,1,false
28,F,1014,En_Couple,4,true
19,F,1038,Célibataire,0,false
37,M,468,En_Couple,2,false
59,M,559,Célibataire,0,false
22,F,1104,Célibataire,0,false
44,F,450,Célibataire,0,false
21,M,424,En_Couple,0,false
25,M,541,En_Couple,3,true
43,M,569,En_Couple,2,false
29,F,235,En_Couple,4,true
61,M,200,En_Couple,2,false
68,M,581,En_Couple,3,true
62,M,907,En_Couple,4,true
44,F,1113,En_Couple,1,false
37,M,150,En_Couple,4,false
21,M,1283,Célibataire,0,false
43,M,498,En_Couple,3,false
36,F,1265,En_Couple,4,false
28,M,1065,En_Couple,1,false
30,M,451,Célibataire,0,false
30,M,431,Célibataire,0,false
75,M,192,En_Couple,0,false
27,M,1324,En_Couple,1,false
80,M,915,Célibataire,0,false
61,M,943,Célibataire,0,false
28,F,747,Seule,2,false
81,F,170,Célibataire,0,false
31,M,1014,En_Couple,2,false
40,M,433,En_Couple,1,false
35,M,504,En_Couple,3,false
29,M,566,En_Couple,3,true
38,F,465,En_Couple,3,false
46,F,167,En_Couple,2,false
48,M,155,En_Couple,1,false
40,F,909,En_Couple,1,false
67,M,871,Célibataire,0,false
79,M,549,En_Couple,1,false
62,M,1334,Célibataire,0,false
64,M,501,En_Couple,3,false
25,M,550,Célibataire,0,false
22,M,490,En_Couple,2,false
19,M,1003,Célibataire,0,false
36,M,406,En_Couple,1,false
30,M,1374,Célibataire,0,false
19,M,522,En_Couple,2,false
31,M,725,En_Couple,2,true
28,M,519,Célibataire,0,false
23,M,422,Célibataire,0,false
52,F,534,Célibataire,0,false
84,F,160,En_Couple,0,false
26,M,830,Célibataire,0,false
27,M,804,En_Couple,3,false
42,N/D,593,En_Couple,0,false
66,F,516,En_Couple,2,false
38,M,174,En_Couple,2,false
20,F,162,Célibataire,0,false
28,M,561,Célibataire,0,false
75,M,413,En_Couple,0,false
71,M,400,Célibataire,0,false
30,M,459,En_Couple,2,false
32,M,1187,Célibataire,0,false
80,M,488,Célibataire,0,false
24,M,182,En_Couple,0,false
22,F,213,En_Couple,0,false
76,M,535,Marié(e),2,false
52,M,803,En_Couple,0,false
83,F,882,En_Couple,2,false
59,M,225,En_Couple,1,false
21,M,1363,Seule,1,false
31,M,1354,Célibataire,0,false
18,M,936,Célibataire,0,false
39,M,425,Célibataire,0,false
21,F,497,En_Couple,1,false
54,F,579,Célibataire,0,false
27,M,876,En_Couple,3,false
26,F,204,En_Couple,2,true
26,F,1337,En_Couple,2,false
24,M,557,En_Couple,0,false
47,F,462,En_Couple,0,false
23,M,1060,En_Couple,4,false
27,M,1348,En_Couple,4,false
50,M,572,En_Couple,0,true
76,F,807,Célibataire,0,false
42,F,829,En_Couple,0,true
49,M,1380,Célibataire,0,false
66,F,1258,En_Couple,2,true
42,M,799,Célibataire,0,false
52,F,237,En_Couple,2,false
24,M,447,En_Couple,2,true
64,M,517,Seule,1,false
53,F,467,En_Couple,0,false
27,M,195,Célibataire,0,false
54,M,571,En_Couple,0,false
37,M,748,Célibataire,0,false
32,F,725,En_Couple,2,false
29,M,401,En_Couple,2,false
75,F,592,Célibataire,0,false
27,M,521,Célibataire,0,false
38,M,588,En_Couple,1,false
24,M,503,En_Couple,1,false
51,M,1013,Seule,1,false
35,M,413,Célibataire,0,false
48,F,1087,En_Couple,3,false
18,F,514,En_Couple,3,false
53,M,455,Célibataire,0,false
77,F,540,Célibataire,0,false
20,M,1129,Célibataire,0,false
81,M,514,En_Couple,1,false
81,M,550,Célibataire,0,false
55,M,476,En_Couple,0,true
30,M,191,Célibataire,0,false
76,M,532,En_Couple,2,true
80,M,472,En_Couple,1,false
40,F,503,En_Couple,0,false
53,F,496,En_Couple,4,false
52,F,177,Célibataire,0,false
18,F,402,En_Couple,4,true
40,M,175,En_Couple,0,true
29,F,993,En_Couple,4,false
44,M,500,Célibataire,0,false
53,M,520,En_Couple,2,false
40,M,1072,En_Couple,3,true
47,M,184,Célibataire,0,false
22,M,166,En_Couple,2,false
52,M,443,En_Couple,0,true
84,F,481,En_Couple,3,false
21,M,980,Seul,0,false
26,F,462,En_Couple,4,false
19,F,537,En_Couple,2,false
23,M,1181,En_Couple,1,false
22,M,169,En_Couple,2,true
26,M,494,En_Couple,1,true
46,F,247,En_Couple,1,false
34,M,785,En_Couple,2,false
29,F,1294,Célibataire,0,false
50,F,473,Célibataire,0,false
52,M,498,Célibataire,0,false
30,M,431,En_Couple,3,true
64,M,531,En_Couple,0,true
82,M,458,Célibataire,0,false
43,F,1269,En_Couple,4,true
53,M,469,En_Couple,2,false
21,M,200,Célibataire,0,false
56,M,587,En_Couple,2,false
43,F,525,Seule,3,false
44,F,401,En_Couple,3,false
26,F,443,Célibataire,0,false
21,F,1306,En_Couple,0,false
35,M,1392,En_Couple,0,false
21,M,1112,En_Couple,4,false
30,M,1101,Célibataire,0,false
61,M,563,En_Couple,4,false
26,F,155,En_Couple,4,false
58,M,714,En_Couple,1,false
52,F,551,Célibataire,0,false
22,F,163,En_Couple,3,false
30,M,587,En_Couple,2,false
33,M,488,En_Couple,1,false
39,M,434,Célibataire,0,false
45,M,776,Seule,2,false
18,M,541,En_Couple,2,false
70,M,589,En_Couple,4,true
28,M,1371,Célibataire,0,false
31,F,587,Célibataire,0,false
21,M,594,Célibataire,0,false
62,M,151,En_Couple,1,false
31,M,197,En_Couple,3,true
43,M,551,En_Couple,0,false
77,M,153,En_Couple,2,false
41,M,235,En_Couple,3,false
22,M,488,En_Couple,0,false
22,F,240,En_Couple,1,false
77,M,1358,Célibataire,0,false
38,M,912,En_Couple,4,false
33,F,475,En_Couple,2,false
24,F,595,Seule,3,false
51,M,586,En_Couple,3,false
43,M,510,Célibataire,0,false
48,M,242,En_Couple,1,false
62,M,244,Célibataire,0,false
60,M,1281,Célibataire,0,false
37,M,529,Célibataire,0,false
51,F,438,Célibataire,0,false
41,M,577,Célibataire,0,false
46,F,1225,En_Couple,0,false
27,M,209,En_Couple,2,true
36,F,436,En_Couple,1,false
30,M,190,En_Couple,3,false
44,M,751,Célibataire,0,false
45,M,457,En_Couple,4,false
46,F,1322,Célibataire,0,false
45,M,453,En_Couple,1,true
52,M,1093,Célibataire,0,false
19,F,543,En_Couple,3,false
42,M,1291,En_Couple,4,false
24,M,785,En_Couple,2,false
33,F,544,En_Couple,0,false
29,M,230,Célibataire,0,false
22,M,476,En_Couple,1,false
83,M,238,En_Couple,1,false
29,M,472,Célibataire,0,false
48,M,1207,En_Couple,2,false
73,M,1202,Célibataire,0,false
71,F,156,En_Couple,1,false
24,F,510,En_Couple,0,false
46,M,507,En_Couple,1,true
24,M,435,En_Couple,0,false
30,F,223,Célibataire,0,false
27,M,193,Célibataire,0,false
51,F,563,En_Couple,2,false
63,M,488,En_Couple,1,false
26,M,403,Célibataire,0,false
50,F,440,Célibataire,0,false
23,M,1287,En_Couple,2,true
32,M,477,En_Couple,2,true
36,F,429,En_Couple,4,true
24,F,172,Seule,3,false
30,M,448,En_Couple,0,false
83,M,497,En_Couple,3,true
23,F,1132,En_Couple,1,false
56,F,547,Célibataire,0,false
52,M,215,En_Couple,2,false
50,M,452,En_Couple,0,false
77,F,530,Célibataire,0,false
19,F,530,En_Couple,3,false
49,F,485,En_Couple,1,false
59,M,960,Seule,2,false
27,M,195,En_Couple,2,false
29,F,535,En_Couple,1,false
59,M,555,Célibataire,0,false
80,M,539,Célibataire,0,false
40,M,422,Célibataire,0,false
36,M,553,Célibataire,0,false
18,F,225,Seule,2,false
71,M,454,En_Couple,2,true
57,M,829,Célibataire,0,false
28,F,1001,Célibataire,0,false
53,M,191,Célibataire,0,false
43,M,555,En_Couple,2,true
39,M,526,En_Couple,1,false
56,M,777,Seule,3,false
70,M,766,Célibataire,0,false
73,F,235,En_Couple,0,false
53,M,539,En_Couple,1,false
50,F,436,En_Couple,3,false
73,M,1316,Célibataire,0,false
53,M,1222,Seule,1,false
40,F,224,En_Couple,3,true
52,M,573,Célibataire,0,false
66,M,1272,Marié(e),1,true
37,M,1176,Célibataire,0,false
42,M,452,En_Couple,4,false
80,M,1253,En_Couple,1,false
22,M,1008,Célibataire,0,false
44,F,155,En_Couple,3,true
75,M,219,En_Couple,0,false
24,F,916,En_Couple,3,false
59,F,469,En_Couple,3,false
23,M,1017,Célibataire,0,false
18,F,503,En_Couple,2,true
70,M,188,En_Couple,4,false
36,F,245,En_Couple,2,true
83,M,504,Seule,2,false
18,F,1179,Célibataire,0,false
55,M,176,En_Couple,3,false
41,M,198,En_Couple,0,false
22,M,938,Célibataire,0,false
50,M,249,En_Couple,0,false
22,F,1359,Célibataire,0,false
77,M,195,En_Couple,4,false
59,M,470,Célibataire,0,false
61,F,1104,En_Couple,3,false
39,M,553,En_Couple,4,false
44,M,1052,Célibataire,0,false
59,M,431,Seule,3,false
18,M,224,En_Couple,1,true
32,M,476,En_Couple,1,false
56,F,548,En_Couple,4,false
31,F,219,En_Couple,4,false
69,M,807,En_Couple,4,false
52,M,1375,Célibataire,0,false
59,M,579,En_Couple,1,false
52,M,1125,En_Couple,0,false
39,M,523,Célibataire,0,false
83,M,406,En_Couple,2,false
68,M,543,Célibataire,0,false
76,F,522,En_Couple,0,true
18,M,556,En_Couple,2,false
26,F,580,Seul,0,false
52,M,424,En_Couple,4,false
40,M,155,En_Couple,3,false
26,F,592,En_Couple,4,false
28,M,546,En_Couple,4,false
43,M,1163,Célibataire,0,false
69,M,557,En_Couple,1,false
50,M,451,En_Couple,2,false
48,M,430,Célibataire,0,false
52,M,532,Célibataire,0,false
49,F,566,En_Couple,2,false
48,F,415,En_Couple,2,false
37,F,201,En_Couple,0,false
79,M,878,En_Couple,1,true
26,M,455,Célibataire,0,false
84,M,426,En_Couple,1,false
56,F,432,En_Couple,3,false
55,F,549,Célibataire,0,false
51,M,1383,En_Couple,3,false
47,M,468,En_Couple,2,false
81,M,526,En_Couple,3,true
27,M,562,En_Couple,1,false
67,M,457,Célibataire,0,false
48,M,723,En_Couple,0,false
28,M,517,En_Couple,2,false
36,M,530,Célibataire,0,false
28,M,493,En_Couple,0,false
34,M,509,Célibataire,0,false
27,M,525,En_Couple,2,false
28,M,506,Célibataire,0,false
45,M,517,En_Couple,2,false
45,F,1349,En_Couple,4,false
47,M,494,En_Couple,4,false
28,M,512,Célibataire,0,false
53,F,466,En_Couple,0,false
24,M,1186,En_Couple,2,false
29,M,507,En_Couple,1,false
46,F,453,En_Couple,2,false
68,M,500,Célibataire,0,false
68,F,764,En_Couple,1,true
47,M,443,En_Couple,3,false
50,M,419,En_Couple,1,true
21,F,533,Célibataire,0,false
28,M,1234,Célibataire,0,false
81,F,944,En_Couple,2,false
22,F,218,En_Couple,1,false
77,M,1268,En_Couple,3,false
68,F,539,Seule,1,false
61,F,1346,Célibataire,0,false
24,M,735,Célibataire,0,false
44,F,231,Célibataire,0,false
69,M,1313,En_Couple,2,true
69,F,529,Célibataire,0,false
45,M,190,En_Couple,2,false
52,F,543,En_Couple,0,true
24,M,712,En_Couple,2,false
27,F,175,En_Couple,2,true
70,M,423,Célibataire,0,false
22,M,465,En_Couple,0,false
45,M,975,En_Couple,2,true
26,F,938,Seule,1,false
68,M,546,Célibataire,0,false
52,F,812,Célibataire,0,false
21,M,248,En_Couple,2,false
40,F,1019,Célibataire,0,false
39,F,438,En_Couple,0,false
18,M,453,En_Couple,4,true
66,M,441,Seule,1,false
22,F,192,En_Couple,1,false
21,M,527,En_Couple,4,false
30,F,1042,En_Couple,0,false
68,F,981,En_Couple,0,false
25,M,513,En_Couple,2,false
33,F,554,En_Couple,2,false
45,F,594,En_Couple,2,false
83,F,218,En_Couple,1,true
25,F,177,Célibataire,0,false
62,M,413,En_Couple,4,true
30,F,168,Seule,3,false
51,M,595,En_Couple,1,true
24,F,1264,Seule,3,false
25,F,234,Célibataire,0,false
22,M,170,En_Couple,0,false
76,F,487,En_Couple,2,false
81,M,1259,En_Couple,4,true
58,M,511,En_Couple,4,false
23,M,802,En_Couple,3,false
31,M,545,En_Couple,3,false
26,M,415,En_Couple,2,false
50,M,236,En_Couple,2,false
34,F,235,En_Couple,0,false
47,M,1080,En_Couple,1,true
21,M,510,Célibataire,0,false
28,F,588,En_Couple,2,false
20,M,978,Célibataire,0,false
42,F,820,Célibataire,0,false
36,F,408,Célibataire,0,false
31,M,167,Célibataire,0,false
26,M,166,En_Couple,3,false
74,F,400,Marié(e),2,false
29,F,1190,En_Couple,4,false
44,F,579,Marié(e),2,false
49,_,401,Célibataire,0,false
21,M,556,En_Couple,3,false
18,F,580,En_Couple,0,false
22,M,832,En_Couple,3,false
46,F,443,En_Couple,0,false
48,M,1027,En_Couple,1,false
38,F,522,Célibataire,0,false
37,M,166,En_Couple,1,false
39,F,245,Célibataire,0,false
32,F,450,Célibataire,0,false
40,M,200,En_Couple,0,false
40,F,566,Célibataire,0,false
26,M,219,En_Couple,2,false
28,M,212,En_Couple,2,false
33,M,1178,Célibataire,0,false
18,F,527,En_Couple,2,false
27,M,1020,En_Couple,0,false
78,M,186,En_Couple,1,false
32,M,511,En_Couple,1,true
83,M,1138,Célibataire,0,false
25,M,1040,Seule,3,false
79,M,759,En_Couple,1,false
24,M,432,Célibataire,0,false
23,M,509,En_Couple,3,false
62,M,1120,En_Couple,1,false
18,F,154,Seule,3,false
67,M,464,Célibataire,0,false
28,M,216,Célibataire,0,false
19,M,1205,En_Couple,0,false
69,F,184,En_Couple,2,false
27,F,453,Célibataire,0,false
20,M,438,En_Couple,3,false
46,M,554,Célibataire,0,false
62,F,1346,En_Couple,1,false
62,M,546,En_Couple,1,true
21,F,1341,En_Couple,4,false
75,M,795,Célibataire,0,false
54,M,939,En_Couple,3,false
19,F,156,En_Couple,2,false
81,M,701,En_Couple,0,true
81,M,514,Célibataire,0,false
58,F,782,Célibataire,0,false
51,M,439,En_Couple,1,false
56,F,443,Célibataire,0,false
54,F,438,En_Couple,4,false
82,F,1264,En_Couple,0,false
49,M,889,En_Couple,2,false
19,M,247,Célibataire,0,false
50,M,574,En_Couple,2,true
35,F,469,En_Couple,4,false
22,M,1266,En_Couple,0,false
24,F,212,En_Couple,3,false
58,M,477,Célibataire,0,false
74,F,432,En_Couple,4,true
21,M,415,Célibataire,0,false
42,M,190,En_Couple,3,false
23,F,213,En_Couple,3,false
36,M,508,Célibataire,0,false
25,M,245,Célibataire,0,false
71,M,1283,En_Couple,0,false
51,M,1189,En_Couple,3,false
72,M,553,Célibataire,0,false
25,F,446,En_Couple,2,false
39,F,584,Célibataire,0,false
83,M,963,En_Couple,1,false
35,M,159,Seule,2,false
43,F,1192,En_Couple,2,false
43,M,434,Célibataire,0,false
36,M,405,En_Couple,1,false
55,F,447,En_Couple,0,true
41,M,448,En_Couple,0,false
38,M,412,En_Couple,1,false
65,M,1055,Célibataire,0,false
47,M,400,Célibataire,0,false
37,M,457,En_Couple,3,false
